PSNR_YYUV
C:\Users\Le Xuan Giang\Downloads\video_thu.mp4
C:\Users\Le Xuan Giang\Downloads\video_nhan.mp4
AVG: 22.20360184
19.49394035
19.64320183
20.88327599
20.61394119
21.96481323
20.13434410
19.92428589
20.80940437
19.67201042
19.61894608
22.89351463
19.99026680
19.55081558
19.60437584
19.62751961
19.66496277
19.74773979
19.81603813
19.87001991
19.98246956
21.25163269
23.57460785
20.21396446
20.26180077
20.33184242
20.65744400
23.27961731
20.29867172
20.25745773
20.17931175
20.38724709
19.99109459
19.86933136
19.74102783
19.62509346
19.54193306
22.19998169
19.37884140
19.32383347
20.43164253
19.24169159
20.31974411
19.25081062
19.31769753
20.88526917
19.52020454
19.70147514
19.89633560
20.06246376
20.35458755
20.67976379
20.82886124
21.08279800
21.37025452
21.59822083
23.63893127
22.12963867
22.28860474
22.73041534
22.63621330
22.73374176
22.89760780
22.96309280
22.96415329
22.97254181
24.76905632
22.77167511
22.61029243
24.83342934
22.74335861
22.12649918
23.27816391
22.48691559
23.02127075
23.66052628
24.32794571
25.09019089
26.88076210
27.53455353
27.74206543
28.48586655
28.67448425
28.05016708
26.86832619
26.59152031
24.61885262
24.89310074
23.63907623
25.83699799
23.73265839
23.95504379
25.92744637
24.98727417
25.41773224
25.95285797
26.33520889
26.42161942
26.45239258
26.41707230
26.43609238
26.30721092
26.24454117
26.21710587
26.48670959
26.15169716
26.03185463
26.05246544
26.06994820
26.09651566
26.20989227
26.20757675
26.44308281
26.46969795
26.28528976
26.23687744
26.57552528
26.24486542
26.19684410
26.24401093
26.42951775
26.01789284
26.21250916
26.37251091
26.59344482
27.17995071
27.18986893
27.41843796
27.73509979
27.99153519
27.01670837
26.47629929
26.40256691
25.14746094
25.49065590
24.20920563
24.99732590
24.79109955
23.81066895
25.89006615
24.09375954
24.87864304
24.93540573
25.47259521
26.05894089
26.43740082
27.19368744
27.14591980
27.28154755
27.98908997
27.30364799
27.87927628
26.89755440
26.64172935
26.32787323
26.69776917
26.26297379
26.35754776
26.54774857
25.94779205
25.88362694
27.92036819
26.44616890
25.70386887
26.21760368
25.50957680
25.26084709
25.53125572
26.04931831
27.88134384
24.47036552
24.26795769
24.11844063
24.01598930
24.45268631
26.25173187
23.83857727
24.03640938
24.28011322
23.74600220
23.75074768
23.78307152
23.89733124
23.97439003
26.33314514
24.85235596
23.91283798
23.76928329
23.63594437
23.45449829
23.19214630
23.73574066
22.96613693
23.15426826
22.93624496
22.73935509
22.72908211
22.82885742
23.96631432
23.64080429
24.60318565
23.29791641
26.58345985
23.42286301
24.90880013
23.42556190
23.39514732
23.27188683
23.13610077
23.03689575
22.90307045
22.88898659
23.50692940
22.85948563
22.82981491
22.88640022
22.91887283
22.95473862
23.11516190
23.24744034
23.35929871
23.50427628
23.60262680
23.80567551
23.68994904
23.83853912
23.73398972
23.84238815
23.89418030
23.83871078
23.85936356
24.42827415
25.17862320
23.89279938
23.86550713
23.83630371
24.97472000
23.78999519
23.77418709
23.79916000
24.38036728
23.79497910
23.88076782
23.92885971
23.96785736
24.09544945
24.21906471
25.03419876
26.99016953
24.62800217
24.70661163
27.98880577
25.48661995
24.96956253
25.05227661
25.10171890
25.58843613
25.38250923
25.54703522
25.66409111
25.92555618
26.10343933
26.36233902
26.98924828
27.72296524
26.69427490
28.24651337
27.15287018
26.86079216
27.16241646
27.01517105
27.00939369
26.90048981
27.27317619
26.96453857
27.17334366
28.90904427
26.82028198
26.74913406
26.67606544
26.68228340
27.15906334
27.04758644
27.49957657
27.42076683
27.96324921
27.66943169
27.96022606
28.07100105
28.06274605
28.60168839
28.28809738
28.29427528
28.44645500
28.50974846
28.47106934
29.48685646
28.57340622
28.54717445
29.61331940
28.95501900
29.18336678
29.75124359
30.46890450
30.85929108
31.53387833
32.17887497
32.44032669
33.03376389
33.32790375
33.24450684
34.26197433
34.17932892
32.94079590
32.72975922
32.55952454
32.72388077
33.33134460
34.04214096
33.63329697
34.00452423
33.84856415
33.01589203
32.88120270
32.62556076
32.24297333
32.18914413
31.78149223
31.23564720
30.72406960
29.79154778
28.99261093
28.81847382
28.36419678
28.18411064
28.09798050
28.00758553
28.05586624
28.12904167
28.16576195
27.82961273
27.95897293
27.77862549
27.58800125
27.50006676
27.35152435
27.20050812
27.18629456
27.38711166
27.32771111
27.74772453
27.74242210
27.76630783
27.89547729
28.03189087
28.11978912
28.29378891
28.31462097
28.27937317
28.19788742
28.45763969
28.12807465
27.89396477
27.79330826
27.64447212
27.79874802
27.71357346
28.40260315
28.33929825
27.74170303
27.77072144
27.97529602
29.27942467
28.36629677
28.11812592
28.17512321
29.32182503
29.31110764
29.70283699
29.65686417
28.54335022
28.58520126
28.47837067
30.04509926
29.37764740
28.43270493
29.20844650
29.81119347
29.32653427
28.89763260
28.97189140
28.93299484
29.45190430
29.42397881
29.43805885
29.70652390
30.13706207
30.45053101
31.06076813
31.90656662
32.36506271
33.06765366
33.39532852
33.89766312
33.96040726
34.15630722
34.09622192
34.50019073
34.15656281
33.85838318
33.89587784
33.27349854
32.62551117
32.51239014
32.45013428
32.43222046
32.76957703
33.23616028
33.50374222
34.56451797
34.22440338
33.79747391
34.57115936
34.47375870
34.27380371
34.46925735
34.37910461
34.09002686
34.25860977
34.24748230
33.95873260
34.10397339
33.95551300
33.73026657
33.32041168
33.26007462
32.84535599
33.32989120
33.16841888
32.67861176
33.18396759
32.45502090
32.68448639
32.52343750
32.53355408
32.98628235
32.55409622
32.84834290
32.70729446
33.35295868
33.11582184
32.92633057
32.10148239
32.54658890
32.72271347
33.25489807
33.84397125
32.67665863
33.04540634
31.93850708
32.80638123
30.48662376
29.99115372
30.41551590
29.48092651
29.45061684
29.25520325
29.77615356
29.67182159
28.73920250
29.35264778
31.68927193
28.60638618
30.00204086
30.13339233
30.19768143
31.40468216
32.95709229
34.74141693
35.46540070
35.60135651
35.60926056
35.75312805
35.56011581
34.71572495
34.99480057
35.19145966
34.62218094
35.08552170
35.23429489
35.10421371
34.59361267
35.13146210
35.30372238
35.79596710
35.32701874
35.49963760
35.77012634
36.49530792
36.34348679
36.93305206
37.34084702
36.41823959
36.24132538
36.67769623
36.06650925
36.83628845
37.51860809
39.35986328
37.74462891
36.40792084
35.29940033
36.70185471
36.80556870
36.20994186
37.14886475
36.32967377
35.94249344
35.59926605
35.46255493
34.87334442
34.90837097
